ILTES,TOEFL,SAT,GRE,WRITING,VERBAL,UniversityName
8,150,1295,300,15.11279612,85.74904898,Imperial College London
8,150,1295,300,14.99927489,89.31050665,Imperial College London
8,150,1295,300,18.43475844,85.52950164,Imperial College London
8,150,1295,300,19.22008229,72.94940441,Imperial College London
8,150,1295,300,14.42457525,72.32667516,Imperial College London
8,150,1295,300,16.67921616,74.87445574,Imperial College London
8,150,1295,300,18.66725565,94.70992037,Imperial College London
8,150,1295,300,17.0662427,83.74606679,Imperial College London
8,150,1295,300,17.93253975,78.92060234,Imperial College London
8,150,1295,300,14.25803981,83.75937135,Imperial College London
8,150,1295,300,15.82069268,76.57580954,Imperial College London
8,150,1295,300,19.44225438,91.76071648,Imperial College London
8,150,1295,300,19.09172907,76.32470713,Imperial College London
8,150,1295,300,16.1074793,89.73119396,Imperial College London
8,150,1295,300,16.54314829,93.35034262,Imperial College London
8,150,1295,300,17.58406365,81.20176515,Imperial College London
8,130,1295,300,16.17772668,81.70769297,Imperial College London
8,130,1295,300,19.68538502,83.74879344,Imperial College London
8,130,1295,300,15.21618225,77.5429424,Imperial College London
8,130,1295,300,17.80852431,77.92798682,Imperial College London
8,130,1295,300,16.89574311,82.2545577,Imperial College London
8,130,1295,300,16.63805158,70.52056697,Imperial College London
8,130,1295,300,17.30457712,72.78624223,Imperial College London
8,130,1295,300,15.77458129,85.24819851,Imperial College London
8,130,1295,300,14.27327988,85.37378769,Imperial College London
8,150,1295,300,18.23490739,75.6317566,Imperial College London
8,150,1295,300,14.92241479,89.61857826,Imperial College London
8,150,1295,300,17.26184541,75.49101167,Imperial College London
8,120,1295,300,16.96070581,86.05078037,Imperial College London
8,120,1295,300,18.98030507,80.25064637,Imperial College London
8,120,1295,300,19.63719995,78.26039559,Imperial College London
8,120,1295,300,15.15405941,75.57790384,Imperial College London
8,120,1295,300,15.48083156,72.9446671,Imperial College London
8,120,1295,300,14.70085967,90.7760707,Imperial College London
8,120,1295,300,16.71826572,77.81891424,Imperial College London
8,120,1295,300,18.91295403,78.06910795,Imperial College London
8,120,1295,300,17.63879418,85.57925437,Imperial College London
8,120,1295,300,17.86754927,69.40619137,Imperial College London
8,120,1295,300,16.02542689,76.32565249,Imperial College London
8,120,1295,300,17.41333199,80.6405403,Imperial College London
8,120,1295,300,14.99451145,80.1113384,Imperial College London
7.5,120,1295,300,14.72115044,91.94595352,Imperial College London
7.5,120,1295,300,17.17260319,87.51312796,Imperial College London
7.5,120,1295,300,18.74943955,94.00287214,Imperial College London
7.5,120,1295,300,18.71483156,88.4585692,Imperial College London
7.5,120,1295,300,19.85388984,84.78344008,Imperial College London
7.5,120,1295,290,16.63294455,68.97806542,Imperial College London
7.5,120,1295,290,14.44228303,88.68168643,Imperial College London
7.5,120,1295,290,15.84572566,65.23811143,Imperial College London
7.5,120,1295,290,14.2804191,65.78042032,Imperial College London
7.5,120,1295,290,15.85622899,74.63872762,Imperial College London
7.5,120,1295,290,15.83500655,82.69766829,Imperial College London
7.5,120,1295,290,19.96978871,69.64449182,Imperial College London
7.5,120,1295,290,18.25142068,87.27444866,Imperial College London
7.5,120,1295,290,17.54024066,70.87150577,Imperial College London
7.5,120,1295,290,14.44008871,92.06630306,Imperial College London
7.5,120,1295,290,17.85057083,79.20509212,Imperial College London
7.5,120,1295,290,18.72831993,68.81405149,Imperial College London
7.5,120,1295,290,16.42891834,72.85017344,Imperial College London
7.5,120,1295,290,16.39055394,79.45758333,Imperial College London
7.5,120,1295,290,14.76014523,65.11365631,Imperial College London
7.5,120,1295,290,17.44534641,80.4986291,Imperial College London
7.5,120,1295,290,18.09665739,73.64476535,Imperial College London
7.5,120,1295,290,16.06240074,81.5284269,Imperial College London
7.5,120,1295,290,14.82633099,88.6810311,Imperial College London
7.5,120,1295,290,16.80472243,68.4951189,Imperial College London
7.5,120,1295,290,18.02235902,78.44910564,Imperial College London
7.5,120,1295,290,16.41998269,77.33795356,Imperial College London
7.5,120,1295,290,14.74071856,94.78189594,Imperial College London
7.5,120,1295,290,19.83643308,94.03659867,Imperial College London
7.5,120,1295,290,15.9362937,78.69707199,Imperial College London
7.5,120,1295,290,15.57324389,69.15759062,Imperial College London
7.5,120,1295,290,17.60756635,90.82097601,Imperial College London
7.5,120,1295,290,15.27824066,76.77888672,Imperial College London
7.5,120,1295,290,18.75626255,67.9545435,Imperial College London
7.5,120,1295,290,14.33847406,73.0926704,Imperial College London
7.5,120,1295,290,19.76182946,69.09512477,Imperial College London
7.5,120,1295,290,14.77959596,89.60982451,Imperial College London
7.5,120,1295,290,15.36143547,81.78710463,Imperial College London
7.5,120,1295,290,20.59541693,128.256862,Imperial College London
7.5,120,1295,290,18.90705639,106.3598183,Kings College London
7.5,120,1295,290,21.33953114,109.225556,Kings College London
7.5,120,1295,290,24.24045875,140.3717815,Kings College London
7.5,120,1295,290,23.02251117,76.64128258,Kings College London
7.5,120,1295,290,18.77621951,143.0984171,Kings College London
7.5,120,1295,290,20.31564139,60.91974792,Kings College London
7.5,130,1295,290,23.3334788,104.7783947,Kings College London
7.5,130,1295,290,23.42829938,132.9801054,Kings College London
7.5,130,1295,290,23.20591245,130.0608093,Kings College London
7.5,130,1295,290,18.28173015,143.7630894,Kings College London
7.5,130,1295,290,19.87070659,87.99669731,Kings College London
7.5,130,1295,290,18.67170854,144.1567454,Kings College London
7.5,130,1295,290,21.17919701,134.3649948,Kings College London
7.5,130,1295,290,18.72479695,88.06638775,Kings College London
7.5,130,1295,290,24.36314135,69.63833855,Kings College London
7.5,130,1295,290,20.39659714,116.5206923,Kings College London
7.5,130,1295,290,21.21092266,86.21917578,Kings College London
7.5,130,1295,290,19.63438599,137.1948633,Kings College London
7.5,130,1295,290,22.42610972,108.3684316,Kings College London
7.5,130,1295,290,23.10538637,67.71768947,Kings College London
7.5,130,1295,290,18.29318436,144.7902323,Kings College London
7.5,130,1295,290,21.07643273,69.44951585,Kings College London
7.5,130,1295,290,18.8251973,121.9401369,Kings College London
7.5,130,1295,290,21.47324158,82.68554379,Kings College London
7.5,130,1295,290,23.2353604,139.7521543,Kings College London
7.5,130,1295,290,19.2303162,108.3441414,Kings College London
7.5,130,1295,290,19.17651433,96.77285817,Kings College London
7.5,130,1295,290,18.15302753,100.6711761,Kings College London
7.5,130,1295,290,23.61670065,87.0513289,Kings College London
7.5,130,1295,290,20.81527638,64.19497947,Kings College London
7.5,130,1295,290,24.54038287,105.4120514,Kings College London
7.5,130,1295,290,20.31871249,61.13872036,Kings College London
7.5,130,1295,290,24.45202552,106.158201,Kings College London
7.5,130,1295,290,18.37477907,139.0302034,Kings College London
7.5,130,1295,290,21.59396123,122.3886015,Kings College London
7.5,130,1295,290,24.87304788,129.5650601,Kings College London
7.5,130,1295,290,18.09224048,120.4509288,Kings College London
7.5,130,1200,290,21.14544088,95.17028129,Kings College London
7.5,130,1200,290,19.68751084,96.65888933,Kings College London
7.5,130,1200,290,19.7520218,87.87869161,Kings College London
7.5,130,1200,290,24.84207559,138.2362122,Kings College London
7.5,130,1200,290,24.25386207,120.6913038,Kings College London
7.5,130,1200,290,23.75560241,107.3850593,Kings College London
7.5,130,1200,290,20.70099804,108.6434544,Kings College London
7.5,130,1200,290,18.93146941,109.0193712,Kings College London
7.5,130,1200,290,23.22197648,95.84253438,Kings College London
7.5,130,1200,290,21.0278674,60.27552528,Kings College London
7.5,130,1200,290,24.96969858,100.0497183,Kings College London
7.5,130,1200,290,18.57086554,125.0972687,Kings College London
7.5,130,1200,290,24.92607153,113.334026,Kings College London
7.5,130,1200,290,19.90790546,103.2926407,Kings College London
7.5,130,1200,290,24.96881755,75.45328039,Kings College London
7.5,130,1200,290,22.89464642,62.21292186,Kings College London
7.5,130,1200,290,20.4555596,98.77794225,Kings College London
7.5,130,1200,290,19.38602098,107.6907964,Kings College London
7.5,130,1200,290,22.3104551,63.38208822,Kings College London
7.5,120,1200,290,21.98879437,87.66898664,Kings College London
7.5,120,1200,290,19.37703396,138.414764,Kings College London
7,120,1200,290,20.51346956,94.9533526,Kings College London
7,120,1200,290,24.03553105,107.7315386,Kings College London
7,120,1200,290,22.89845607,104.6252153,Kings College London
7,120,1200,290,22.7182355,141.6056722,Kings College London
7,120,1200,290,18.22590825,62.7089169,Kings College London
7,120,1200,290,24.91506728,135.3315583,Kings College London
7,120,1200,290,21.27833035,125.084915,Kings College London
7,120,1200,290,22.77255917,107.4137246,Kings College London
7,120,1200,290,18.97267518,63.59276673,Kings College London
7,120,1200,290,22.27512704,146.4727237,Kings College London
7,120,1200,290,24.35679348,119.6404412,Kings College London
7,120,1200,290,19.60379304,126.7265372,Kings College London
7,120,1200,290,20.18238348,134.1811718,Kings College London
7,120,1200,290,23.02410338,135.3378033,Kings College London
7,120,1200,290,18.86880997,100.118612,Kings College London
7,120,1200,290,24.13995025,68.51253427,Kings College London
7,120,1200,290,21.35793891,66.97053257,Kings College London
7,120,1200,290,24.90814655,69.14681022,Kings College London
7,120,1200,290,21.43780702,88.88796102,Kings College London
7,120,1200,290,23.77201471,81.83420522,Kings College London
7,120,1200,290,18.48522915,109.1013261,Kings College London
7,120,1200,290,20.74619325,81.60211243,Kings College London
7,120,1200,290,22.74378977,112.6616435,Kings College London
7,120,1200,290,20.57940608,143.8584938,Kings College London
7,120,1200,290,22.91244883,146.4548645,Kings College London
7,120,1200,290,19.27907819,116.7324324,Kings College London
7,120,1200,290,18.18325169,149.7441028,Kings College London
7,120,1200,290,24.93896255,124.6118471,Kings College London
7,120,1200,290,20.01730914,115.199245,Kings College London
7,120,1200,290,24.75485098,84.64143632,Kings College London
7,120,1200,290,23.96362799,129.3449326,Kings College London
7,120,1200,290,22.33195853,130.3900798,Kings College London
7,120,1200,290,20.83398341,80.15293435,Kings College London
7,120,1200,290,21.79992115,64.02640797,Kings College London
7,120,1200,290,24.67385131,139.2921004,Kings College London
7,120,1200,290,24.32991649,76.14153904,Kings College London
7,120,1200,290,23.22323766,73.36386477,Kings College London
7,120,1200,290,21.90539577,100.5978728,Kings College London
7,120,1200,290,24.89487354,84.06354115,Kings College London
7,120,1200,290,21.1893007,133.1914419,Kings College London
7,120,1200,290,20.24768314,104.2570723,Kings College London
7,120,1200,290,57.92887167,122.6539694,Kings College London
7,120,1200,290,62.73178224,163.7266551,London Schoo lof Economics and Political Science
7,120,1200,290,59.38967583,103.3301803,London Schoo lof Economics and Political Science
7,120,1200,290,43.35795962,142.3303677,London Schoo lof Economics and Political Science
7,120,1200,290,55.46985938,184.6226709,London Schoo lof Economics and Political Science
7,120,1200,290,42.35249879,149.299952,London Schoo lof Economics and Political Science
7,120,1200,290,45.03186173,147.0361442,London Schoo lof Economics and Political Science
7,120,1200,290,38.23184742,198.8298806,London Schoo lof Economics and Political Science
7,120,1200,290,63.47742011,90.05422663,London Schoo lof Economics and Political Science
7,120,1200,290,67.38680755,127.7767134,London Schoo lof Economics and Political Science
7,120,1200,290,68.75810535,108.6333046,London Schoo lof Economics and Political Science
7,120,1200,290,40.03262418,176.6165894,London Schoo lof Economics and Political Science
7,120,1200,290,49.47225353,96.36222901,London Schoo lof Economics and Political Science
7,120,1200,290,56.67369054,122.0146733,London Schoo lof Economics and Political Science
7,120,1200,290,57.23265151,120.7435664,London Schoo lof Economics and Political Science
7,120,1200,290,34.13737127,96.51524028,London Schoo lof Economics and Political Science
7,120,1200,290,38.80023714,180.382234,London Schoo lof Economics and Political Science
7,120,1200,290,34.69776639,107.4721605,London Schoo lof Economics and Political Science
7,120,1200,290,37.73992903,161.4812963,London Schoo lof Economics and Political Science
7,120,1200,290,40.1242747,121.5639121,London Schoo lof Economics and Political Science
7,120,1200,290,55.96805489,194.5921148,London Schoo lof Economics and Political Science
7,120,1200,290,50.12323801,179.2155874,London Schoo lof Economics and Political Science
7,110,1200,290,47.19188279,192.4372194,London Schoo lof Economics and Political Science
7,110,1200,290,50.54621094,114.2821387,London Schoo lof Economics and Political Science
7,110,1200,290,38.40975482,139.6483317,London Schoo lof Economics and Political Science
7,110,1200,290,45.3733757,132.7748215,London Schoo lof Economics and Political Science
7,110,1200,290,49.4421345,186.5008581,London Schoo lof Economics and Political Science
7,110,1200,290,34.13307843,157.0858232,London Schoo lof Economics and Political Science
7,110,1200,290,35.42910045,139.6702541,London Schoo lof Economics and Political Science
7,110,1200,290,46.68746847,177.3377996,London Schoo lof Economics and Political Science
7,110,1200,290,41.69617915,94.46748008,London Schoo lof Economics and Political Science
7,110,1200,290,57.97429171,161.7820226,London Schoo lof Economics and Political Science
7,110,1200,290,67.07780816,108.5090168,London Schoo lof Economics and Political Science
7,110,1200,290,46.48714759,150.8712202,London Schoo lof Economics and Political Science
7,110,1200,290,39.04468913,168.5948318,London Schoo lof Economics and Political Science
7,110,1200,290,34.51086611,197.3752649,London Schoo lof Economics and Political Science
7,110,1200,290,37.57792132,91.72084869,London Schoo lof Economics and Political Science
7,110,1200,290,32.24914235,180.716828,London Schoo lof Economics and Political Science
7,110,1200,290,36.82639309,93.12330644,London Schoo lof Economics and Political Science
7,110,1200,290,30.98685456,116.9106908,London Schoo lof Economics and Political Science
7,110,1200,290,30.40046769,159.2649827,London Schoo lof Economics and Political Science
7,110,1200,290,35.72032498,187.8961851,London Schoo lof Economics and Political Science
7,110,1200,290,47.52980027,129.0064612,London Schoo lof Economics and Political Science
7,110,1200,290,52.10010827,147.0414824,London Schoo lof Economics and Political Science
7,110,1200,290,34.80541039,163.2747473,London Schoo lof Economics and Political Science
7,110,1200,290,47.19847683,91.31256412,London Schoo lof Economics and Political Science
7,110,1200,290,46.24856523,195.5697875,London Schoo lof Economics and Political Science
7,110,1200,290,52.79913039,170.9919828,London Schoo lof Economics and Political Science
7,110,1200,290,66.45457122,145.3728801,London Schoo lof Economics and Political Science
7,110,1200,280,36.52780776,136.0456753,London Schoo lof Economics and Political Science
7,110,1200,280,56.92831399,173.1686574,London Schoo lof Economics and Political Science
7,110,1200,280,32.31528909,176.4134092,London Schoo lof Economics and Political Science
7,110,1200,280,56.46868874,129.2028653,London Schoo lof Economics and Political Science
7,110,1200,280,45.70976142,126.6738117,London Schoo lof Economics and Political Science
7,110,1200,280,45.01110015,188.4928637,London Schoo lof Economics and Political Science
7,110,1200,280,31.94550613,191.0658531,London Schoo lof Economics and Political Science
7,110,1200,280,35.48885969,162.5927723,London Schoo lof Economics and Political Science
7,110,1200,280,49.94704718,160.3337447,London Schoo lof Economics and Political Science
7,110,1200,280,35.6395615,100.546816,London Schoo lof Economics and Political Science
7,110,1200,280,32.45974539,105.0380275,London Schoo lof Economics and Political Science
7,110,1200,280,51.29019509,192.3023991,London Schoo lof Economics and Political Science
7,110,1200,280,38.83786012,148.2502786,London Schoo lof Economics and Political Science
7,110,1200,280,44.93322042,197.1144011,London Schoo lof Economics and Political Science
7,110,1200,280,57.3414485,118.3606557,London Schoo lof Economics and Political Science
7,110,1200,280,48.41490082,100.4673278,London Schoo lof Economics and Political Science
7,110,1200,280,60.54880693,191.0895109,London Schoo lof Economics and Political Science
7,110,1200,280,59.33157782,195.787103,London Schoo lof Economics and Political Science
7,110,1200,280,62.4901206,182.2688175,London Schoo lof Economics and Political Science
7,110,1200,280,43.61444121,159.8938645,London Schoo lof Economics and Political Science
